,label,sentiment
2632,0,sản_phẩm không chắc_chắn dễ hỏng
2633,1,sản_phẩm cũng tạm được không được kiểm_tra hàng
2634,0,đúng là tiền_nào_của_nấy hàng giá rẻ nên lưỡi dao dùng một_chút là cùn
2635,1,sản_phẩm này cũng bình_thường thôi ja
2636,0,tiki giao sách như sách tồn_kho hộp sách không biết tồn bao_lâu rồi mà bung hết keo_bẩn
2637,1,sách đọc khó hiểu phải suy_nghĩ
2638,0,áo vải mero thế nhưng phần quan_trọng nhất là đường chỉ thì lại không chắc_chắn làm giảm độ bền
2639,1,máy cắt không được sát chân tócnói chung máy cũng tạm
2640,2,quá đẹp hộp đựng quá xinh
2641,1,không hiểu tại_sao khi cho sản_phẩm ra lòng bày tay thì da bàn_tay rất rát kiểu như bị_thương dính xà_phòng nhưng tay bthuong không bị vết_thương hở
2642,1,hàng rất ô_kê nhưng chỉ có giao hàng hơi chậm hơn lịch dự_kiến
2643,2,sách rất thú_vị và bổ_ích
2644,2,đai dùng vải chung quần chỉ chắc_chắn mới sài mặc con dễ_chịu và mát
2645,2,giao hàng nhanh giá tốt sản_phẩm chất_lượng cám_ơn tiki
2646,1,mình đặt_hàng tiki now nên giao rất nhanh tuy_nhiên các trang sách bên trong thì hơi nát và nhăn đề_nghị người bán kiểm_tra kĩ lại hàng trước khi giao
2647,0,mình chưa nhận được bình giữ nhiệt tiki kiểm_tra dùn
2648,2,tôi đánh_giá cao cách dạy con của người do thái không phải tự_nhiên mà thế_giới phải công_nhận họ là những con_người thông_minh nhấtsách hayđáng để đọc học và suy ngẫmcảm ơn tiki
2649,2,kem xài rất thích tiki giao hàng nhanh giá lại tốt cảm_ơn tiki
2650,2,tốc_độ vượt ngoài mong_đợi kiểu_dáng đẹp độ bền thì không tốt như các bản dây dù nhưng với giá tiền như_vậy cũng ổn
2651,1,có_lẽ mình không hợp nên thoa lên da mình thấy ngứa khắp
2652,2,sản phẩm dùng tốt ôke đã so_sánh với nhiệt kế thuỷ_ngân rất ô_kê giao hàng kỹ chu đáo
2653,0,cảm_nhận đầu_tiên là mẫu_mã đẹp chắc_chắn có niềm tin là dùng ổn vậy_mà kiểm_tra thử xong chán không muốn
2654,1,hư_hỏng được đổi trả không
2655,0,nút bên trái không cảm_ứng được đúng là tiền_nào_của_nấy mà hối_hận khi mua
2656,0,viết tóm_lại là tập_thể đám đông nôi dung cứ chung_chung không có gì là đặc_sắc
2657,0,mình mua rất nhiều lần nhưng lần này là mình chưa hài_lòng lắm vì mỏng hơn so với các lần trước rất
2658,2,sách rất hay đọc cuốn_hút dễ
2659,0,màu không đen như trên ảnh
2660,1,bìa sách bị trầy xướt góc trên bị gấp và tưa ra hơi thất_vọng nhưng cũng tạm chấp_nhận vì phần phía trong và nội_dung ô_kê
2661,2,hàng đẹp không một vết trầyhàng chính hãng thai lan
2662,0,sản_phẩm mới mà như cũ vỡ và xước tôi thực_sự không hiểu tôi mua hàng mới hay hàng cũ đây tiki
2663,0,ưu_điểm giao hàng nhanh nhưng chưa hài_lòng về sản_phẩm nắp thiếc bị bung ra hộp méo bị bẹp
2664,1,độ sáng còn hơi yếu tuy_nhiên thời_gian pin khá
2665,2,mới dùng thử thấy cũng khá ô_kê không gây khó_chịu
2666,0,mới xài được mấy hôm máy không chạy nữa tiki liên_hệ bảo_hành giúp
2667,0,gián không đến ăn thuốc không có tác_dụng
2668,0,thảm màu không như hình giới_thiệu màu tím mà nhận hàng một_mặt màu môn một_mặt màu đỏ đô buồn_buồn lần nào đặt_hàng ở tiki cũng rất ô_kê sao lần này kì
2669,2,kem đánh răng than hoạt_tính rất dễ_chịu và không gây khó_chịu với nướu khi đánh như một_số loại kem đánh răng khác về tác_dụng làm trắng thì mình chưa kiểm_chứng
2670,2,mình rất thích mua hàng trên tiki giao hàng nhanh vừa tốt nuaơ
2671,0,mua màu đen nâu sao giao màu nâu vậy cửa_hàng mình mún đổi
2672,1,vải thì ổn nhưng may rất kỳ không giống các loại bạt trùm thông_thường nó bị túm lại như kiểu chấp vá ấy hơi khó
2673,1,mình mới sài những sạc quá lâu dầy
2674,1,màu_sắc không được như_ý
2675,2,rất hài_lòng về dịch_vụ của tiki hy_vọng sẽ có nhiều chương_trình khuyến_mãi hơn_nữa giành cho khách_hàng thân_yêu chúng_em
2676,2,sách mới được đóng_gói cẩn thậnmình rất hài lòngcảm ơn tiki
2677,0,mới khui ra chút_xíu đã thấy thủng một lỗ rồi theo mình đây là tàn thuốc_lá do quá_trình vận_chuyển vì mình thấy nilon ngoài cũng bị cháy do lửa mong tiki giải_quyết trường_hợp này cho
2678,0,chất_lượng quá kèm không như quảng_cáo
2679,1,cho mình hỏi quạt này có dây sạc không ạ sao mình mua mà không thấy dây sạc vậy ta
2680,2,giao hàng cực nhanh và đóng_gói sách rất chu_đáo đọc để biết được phần_nào vì sao họ lại thành_công đến
2681,0,sao sách cứ bị nhoè nhiều trang vậy cửa_hàng
2682,2,sách được đóng_gói tốt giao hàng rất nhanh rất hài_lòng
2683,0,tko như ảnh quá chán chán
2684,1,tạm ổn xài ổn cần sử_dụng thêm thời_gian để biết chất_lượng
2685,1,điểm trừ là đóng_gói kém hộp móp méo nhưng chất_lượng ô_kê
2686,2,quan_sát bằng mắt sản_phẩm thấy okchờ sử_dụng để xem sai_số của máy
2687,0,không bọc nhựa với nhiều bụi và vết bẩn
2688,0,gà đợt này không ngon miếng mặn miếng lạt miếng ngọt nhưng mặn là nhiều nhà_sản_xuất xem_lại
2689,1,điểm thu_hút của cuốn sách là luận_điểm mới_mẻ có tích thách_thức cao_điểm trừ là sách dịch không tốt_số câu đọc xong đọc đi đọc lại vẫn chưa_thể hiểu nổi rất
2690,0,không biết do nhà_sản_xuất hay đội vẫn chuyển nhưng bị móp góc và rách tem góc bị móp ọp_ẹp
2691,0,quảng_cáo hơi quá không có tác_dụng với vết xước ô_tô
2692,1,nói_chung là tuỳ người áp_dụng mình cũng thấy có một_số kiến_thức bổ_ích nhưng thực_hành thì không hợp với mình lắm mọi người nếu được cũng_nên mua thử để đọc
2693,1,chất quần mát phù_hợp với giá tiền
2694,0,mua chai màu trắng giao chai màu xanh chán
2695,0,đã mua hàng chọn loại sạc usb mà nhận được loại pin không có sạc tiki sớm hỗ_trợ đổi hàng
2696,1,nước rửa chưa thật_sự tốt vì vẫn không lau sạch được các vết bẩn bám trên da của xe
2697,0,hàng do quá dung không
2698,2,sách giao nhanh nguyên_vẹn không bong tróc hư góc nội_dung hay và hấp_dẫn có_thể áp_dụng đi cà_khịa hoặc viết status mọi người nên mua ngay và luôn đi nè
2699,0,không sáng gì cả hơi thất_vọng
2700,1,giá hơi cao chất_lượng thì chưa được như mong_đợi có cảm_giác bết
2701,1,cũng được nhanh hết pin giao che tên sản_phẩm
2702,0,sách bị bóc màng co bị bẩn ở gáy sách hơi thất_vọng
2703,0,chất_lượng không tốt bình giữ nhiệt nhưng không giữ
2704,0,tệ không_thể_nào chấp_nhận được mặt_hàng hạt không
2705,2,giao hàng nhanhđóng gói cẩn_thận sách hay nên đọc
2706,1,kích_thước quá nhỏ không vừa chưa lắp
2707,2,bộ thuỷ_tinh đẹp túi đựng xinh_xắn tiki giao hàng nhanh gói hàng kỹ
2708,0,mua phải màu đểu rồi màu nén khô
2709,2,đầy_đủ dụng_cụ để dán rất tiện còn chất_lượng thì chưa biết
2710,0,quần mặc không thoải_mái khoá rất khó kéo
2711,0,đường chỉ quá tệ màu không sáng như trong hình
2712,0,ti ki giao hàng tắc_trách quá khi nhận hàng bể ai là người chịu trách_nhiệm
2713,0,máy hỏng mà giao lừa khách hang
2714,0,vừa mở ra hộp đã bị trầy như thế_này
2715,2,sản_phẩm đẹp dễ_thương nhưng nhỏ hơn mình nghĩ
2716,0,không vừa_miệng ống mua về vất thùng rác
2717,0,vừa mở ra thì một bên nắp tai nghe đã bị như thế_này tai nghe vẫn ô_kê nhưng hơi buồn một_chút về ngoại_hình của em
2718,1,hàng bị lỗi trả hành được không
2719,1,chất_liệu mỏng quá không đẹp
2720,0,vừa nhận được hàng hồi sáng kiểm_tra thử thì thấy quai ấm rất nóng không_thể cầm_bằng tay không được như_vậy có phải lỗi không mình muốn đổi lại được không ấm này do tiki trading phân_phối
2721,1,tiền nào của đấy nhé mọi
2722,0,sản_phẩm rất bé còn bị nhem màu hộp đóng_gói thì vô_cùng sơ_sài lần đầu sử_dụng tiki chán
2723,1,dây hơi khó đeo nhưng cũng rất đẹp
2724,1,nhìn ảnh chụp cứ ngỡ khăn dày và có kích_thước đủ lớn thực_tế khăn nhỏ và mỏng dùng để lau điện_thoại hay lau kính thì phù_hợp hơn là lau chén bát
2725,2,túi dùng rất tiện_lợi lọc hết những cặn rác nhỏ tiết_kiệm được thời_gian vệ_sinh so với trước_đây tiki giao hàng nhanh hơn dự_kiến
2726,2,hàng đẹp cân chính_xác chắc_chắn tiki giao hàng
2727,2,hàng giao đúng còn chất_lượng thì chưa kiểm_định nên chưa
2728,1,sách bị quăn mép hơi nhiềumong tiki lần sau giao cẩn_thận
2729,1,giỏ bị bong tróc sơn nhiều chỗ móc để treo bị méo không đều
2730,1,không có dây tháo nhanh trên ngón
2731,1,chỉ truyền được với độ_phân_giải
2732,1,rẻ nhưng mặt bông dùng bị tơi quá không phù_hợp để dùng tông
2733,0,không đúng như lời quản cáo
2734,0,sắp_xếp category một_cách vô_tội_vạ cùng series grimgar có quyển thì để đúng vào mục lightnovel có quyển lại xếp vào mục truyện giả_tưởng gây_rối trong quá_trình tìm mua các ấn_bản
2735,0,sản_phẩm không được bảo_quản cẩn_thận sách bị ố vàng bụi có nếp cong ở góc bìa ngày_càng thất_vọng về chất_lượng bảo_quản hàng_hoá của tiki
2736,2,sử_dụng rất êmrất tiện_lợi
2737,1,không như mong_đợi suy_diễn
2738,0,nhìn như đồ chợ_trời chất_liệu không như mô_tả không đáng_giá tiền
2739,0,hàng quá kém đã bị nứt không xài được nhựa mỏng xi gia kim_loại
2740,2,hàng rất đảm_bảo đúng như quảng_cáo
2741,2,sản_phẩm chính hãng mọi người lưu_ý sản đã rạch để dán tem bảo_hành
2742,2,nước là vk nó ma phê đấy nước rất ô_kê
2743,0,tôi đã sử_dụng và cuối_cùng là sản_phẩm quá kém chất_lượng làm tôi thất_vọng
2744,1,sử_dụng khá được nhưng sản_phẩm vẫn còn bị lỗi
2745,1,hàng chất_lượng cao_đẹp không bị chầy xước nhưng lắp hơi khó vì cái lỗ nó nhỏ hơn cái que không có giấy hướng_dẫn sử_dụng phải lên mạng tra thì mới lắp
2746,1,dùng không được mịn lắm hơi cứng
2747,1,sao đợt tả này nó cứ mỏng mỏng ý so với bịch đang xài ở nhà thấy mỏng hơn
2748,1,mình thấy đăng trên trang mua trên tiki được tặng một cái lược mà không thấy tặng
2749,0,mờ và thiết_kế của nhựa lấy ráy tai không
2750,2,sách hay đã đọc truyện_ngắn trên fanpage săn mộ nên sẵn_sàng mua ủng_hộ tác_giả không ngờ phiên_bản tiểu_thuyết lại pha tính_chất hài dễ_thương dù cốt_truyện vốn ngược khuyên đọc
2751,1,giao hàng nhanh chất_lượng cảm_giác không được như quạt đã mua trước đó ở nơi
2752,0,đóng hàng đảm_bảo giao hàng hơi lâu nhiệt_kế đúng hình sản_phẩm tuy_nhiên đo hơi
2753,2,hàng giao nhanh chất_lượng tốt đã mua nhiều
2754,0,sản_phẩm rất yếu không kẹp
2755,1,giao hàng nhanh nhưng khâu đóng gói hơi cẩu thả
2756,1,sản_phẩm chưa được kiểm_chứng
2757,1,hàng dùng được cứng_cáp so về giá thì hơi mắc chưa phù hơp
2758,0,giao hàng không đúng màu bị răng_cưa xấu
2759,1,chất_lượng bình_thường mới mua đã gãy khoá_kéo
2760,1,vẽ rất đẹp nét mực đều không bị đứt nhưng vẫn có phần hơi lợn_cợn
2761,1,sách giao nhanh đóng_gói tốt nhưng mỗi_tội là sách bị cong
2762,1,binh thường thôi không như mo g đợi
2763,1,âm_thanh ô_kê giao hàng có mắc chút delay nói_chung là vẫn
2764,2,sách đẹp không thề bong tróc hư_hỏng bìa xinh cực mua giá giảm_giá nên như_vậy là quá ổn
2765,2,nho ngon nhiều loai nhieu màu trẻ nhỏ thích thử vị nho chua_chua thich hop cho nguoi ghét
2766,2,giao hàng nhanh bia uống ngon trong tầm giá
2767,1,giá tốt đế và thanh hơi nhỏ móc ngắn mua về phải gia_cố thêm mới treo
2768,0,bản mình đặt là bản đặc_biệt mà tiki gửi cho mình bản thường thế_là dở
2769,0,sạc quá chậm thật lad thất_vọng
2770,1,lần đầu_tiên đọc sách thể_loại này nói_chung kiểu tự xự của tác_giả không thích lắm nhưng bù lại bìa sách rất đẹp
2771,1,ban_đầu sử_dụng dây còn cứng sử_dụng thêm một thời_gian dây sẽ mềm
2772,0,sản_phẩm chất_lượng rất kém tôi cho vào thùng rác
2773,2,sản_phẩm xài thấy khá ô_kê chặn rác tốt nhưng khiến nước_rút chậm sản_phẩm thực_tế không giống như hình_ảnh mô_tả
2774,1,máy xài sau một tháng đã không chạy nữako biết tiki có hỗ_trợ đổi hàng hay sửa hàng_không
2775,2,sản_phẩm bao_bọc nghe được nhưng mở to qua thì loa bị giật giật
2776,1,sản_phẩm dễ hư sau thời_gian ngắn sử_dụng tín_hiệu không ổn_định
2777,0,làm rất đau tay mất_công
2778,1,miếng lót mang vào trơn trượt đi vuột chân ra khỏi giày
2779,2,dù giao màu ngẫu_nhiên nhưng phối_màu nhã_nhặn và tông mình thích rẻ nhất trong list hàng nhưng do thấy có nhiều ôn_tập tốt nên đánh_liều mua đại và tốt thiệt
2780,1,cũng được không đẹp quá cũng không xấu
2781,0,bàn thấp tí như kiểu cho trẻ_con ấy ạ lỗi của mình không đọc kỹ mô_tả nhưng thực_sự là quá khác so với kỳ_vọng
2782,2,mới đoc vài trang thay cung tạm ổnmà có_vẻ lý_thuyết kể chuyện nhiều quádài dòng
2783,1,giao hàng nhanh sản_phẩm bình_thường
2784,1,không biét là do thiết_kế hay do sản_phẩm lỗi mình thấy phần vãi cứng cam ở mũi giày không được đều cho lắm mỗi chiếc mỗi kiểu và như kiểu bị cắt xéo đi
2785,2,giao hàng nhanhchất lượng miễn bàn sẽ tiếp_tục ủng_hộ cửa_hàng
2786,1,thiếu lỗ xỏ dây giày khá
2787,0,chất_lượng giấy và mực in không
2788,1,tạo kiểu chưa dùng máy xấy cảm_giác vuốt phát lên luôn khá là ưng nma chưa biết được thời_gian giữ nếp là
